,DealerNbr,DealerName,Clean Name,Report,Address1,City
42216,1808586,north arkansas tire,tomdwyerautoservices,Performance,,
42217,1808588,tom dwyer auto services,bobsmufflershop,Performance,,
42218,1808589,bob's muffler shop,bobsmufflershop,Performance,,
42219,1808589,bob's muffler shop,number1tire,Performance,,
42220,1808596,number 1 tire,rbautoproz,Performance,,
42221,1808597,r & b auto proz,stateroadtire,Performance,,
42222,1808598,state road tire,jnbtireauto,Performance,,
42223,1808604,j-n-b tire & auto llc,jnbtireauto,Performance,,
42224,1808604,j-n-b tire & auto llc,hutchstireandlube,Performance,,
42225,1808605,hutch's tire and lube,zbrentals,Performance,,
42226,1808612,z.b rentals,zbrentals,Performance,,
42227,1808612,z.b rentals,a1tireservice,Performance,,
42228,1808615,a1 tire service,leestireservice,Performance,,
42229,1808620,lees tire service,raritanautoservice,Performance,,
42230,1808622,raritan auto service,raritanautoservice,Performance,,
42231,1808622,raritan auto service,ellijaytirecompany,Performance,,
42232,1808625,ellijay tire company inc.,bowtieautorepair,Performance,,
42233,1808627,bow tie auto repair,sunautowarehouse,Performance,,
42234,1808629,sun auto warehouse,sunautowarehouse,Performance,,
42235,1808629,sun auto warehouse,schrodertire,Performance,,
42236,1808630,schroder tire co.,arboretumtireauto,Performance,,
42237,1808635,arboretum tire & auto,karmartiresales,Performance,,
42238,1808641,"kar mar tire sales, inc",mosertire,Performance,,
42239,1808061,moser tire,whitbecksservicestation,Performance,,
42240,1808063,whitbeck's service station,rickstirepros,Performance,,
42241,1808065,ricks tire pros,rickstirepros,Performance,,
42242,1808065,ricks tire pros,kamloopstire,Performance,,
42243,1808067,kamloops tire ltd,appomattoxfarmhome,Performance,,
42244,1808068,"appomattox farm & home, inc.",shalltiremufflerauto,Performance,,
42245,1808071,s hall tire muffler auto,shalltiremufflerauto,Performance,,
42246,1808071,s hall tire muffler auto,tiremanllcwest,Performance,,
42247,1808081,tireman llc west,tiremanllcwest,Performance,,
42248,1808081,tireman llc west,grizzlytire,Performance,,
42249,1808083,grizzly tire,integratiregrandeprairie,Performance,,
42250,1808085,integra tire - grande prairie,selectservicecenter,Performance,,
42251,1808086,select service center,brownsautocaretire,Performance,,
42252,1808087,browns auto care & tire inc,brownsautocaretire,Performance,,
42253,1808087,browns auto care & tire inc,brownsautocaretire,Performance,,
42254,1808087,browns auto care & tire inc,brownsautocaretire,Performance,,
42255,1808087,browns auto care & tire inc,valentiupfrontautoclinic,Performance,,
42256,1808088,valenti upfront auto clinic,standridgetirecenter,Performance,,
42257,1808093,standridge tire center,standridgetirecenter,Performance,,
42258,1808093,standridge tire center,standridgetirecenter,Performance,,
42259,1808093,standridge tire center,richardstireservicecenter,Performance,,
42260,1808094,richards tire & service center inc.,richardstireservicecenter,Performance,,
42261,1808094,richards tire & service center inc.,krehelautomotive,Performance,,
42262,1808096,krehel automotive,krehelautomotive,Performance,,
42263,1808096,krehel automotive,martintirealignment,Performance,,
42264,1808098,martin tire & alignment,martintirealignment,Performance,,
42265,1808098,martin tire & alignment,donstireautorepair,Performance,,
42266,1808104,don's tire & auto repair,wagnertire,Performance,,
42267,1810410,wagner tire,wagnertire,Performance,,
42268,1810410,wagner tire,crawfordtire,Performance,,
42269,1810422,crawford tire llc,crawfordtire,Performance,,
42270,1810422,crawford tire llc,centervilleservicecenter,Performance,,
42271,1810423,centerville service center,detailsautocareii,Performance,,
42272,1810427,details auto care ii,parkerautosupply,Performance,,
42273,1810428,parker auto supply,ssauto,Performance,,
42274,1810429,s & s auto,ssauto,Performance,,
42275,1810429,s & s auto,theultimatetireshop,Performance,,
42276,1810430,the ultimate tire shop ltd,integraperformanceincfoxrivertire,Performance,,
42277,1810431,integra performance inc - fox river tire,integraperformanceincfoxrivertire,Performance,,
42278,1810431,integra performance inc - fox river tire,davisbros,Performance,,
42279,1810435,davis bros inc,tirebuyersautocare,Performance,,
42280,1810438,tire buyer's & auto care,kjauto,Performance,,
42281,1810445,k&j auto inc.,kjauto,Performance,,
42282,1810445,k&j auto inc.,coopsgaragefastlube,Performance,,
42283,1810449,coops garage & fastlube,chumleybrotherstireauto,Performance,,
42284,1810453,chumley brothers tire & auto,wichardoil,Performance,,
42285,1810467,"wichard oil, llc",wichardoil,Performance,,
42286,1810467,"wichard oil, llc",highlandstireservice,Performance,,
42287,1810470,highlands tire & service,highlandstireservice,Performance,,
42288,1810470,highlands tire & service,tiredepotbarrie,Performance,,
42289,1810471,tire depot - barrie,tiredepotbarrie,Performance,,
42290,1810471,tire depot - barrie,tiredepotandautoservice,Performance,,
42291,1810472,tire depot and auto service,relativeautoservice,Performance,,
42292,1810475,relative auto service,jasonsservicestation,Performance,,
42293,1810482,jason's service station,jasonsservicestation,Performance,,
42294,1810482,jason's service station,bobmooretireco,Performance,,
42295,1810628,"bob moore tire co, llc",bobmooretireco,Performance,,
42296,1810628,"bob moore tire co, llc",marksexxon,Performance,,
42297,1810632,marks exxon,blondasautomotiveservice,Performance,,
42298,1810638,blonda's automotive service,valleyautomotive,Performance,,
42299,1810639,valley automotive,valleyautomotive,Performance,,
42300,1810639,valley automotive,valleyautomotive,Performance,,
42301,1810639,valley automotive,couchsautorepairsales,Performance,,
42302,1810640,couch's auto repair & sales,couchsautorepairsales,Performance,,
42303,1810640,couch's auto repair & sales,smittysautorepair,Performance,,
42304,1810646,smittys auto repair,smittysautorepair,Performance,,
42305,1810646,smittys auto repair,dilleylubetire,Performance,,
42306,1810648,dilley lube & tire inc.,dilleylubetire,Performance,,
42307,1810648,dilley lube & tire inc.,sternsautoservicetire,Performance,,
42308,1810657,sterns auto service & tire,sternsautoservicetire,Performance,,
42309,1810657,sterns auto service & tire,woodardtiresales,Performance,,
42310,1810659,woodard tire sales,drellishaks,Performance,,
42311,1810664,drellishaks,drellishaks,Performance,,
42312,1810664,drellishaks,drellishaks,Performance,,
42313,1810664,drellishaks,aurofatirecenter,Performance,,
42314,1810682,aurofa tire center,southhillesso,Performance,,
42315,1810685,south hill esso,djwheelstires,Performance,,
42316,1810686,d&j wheels & tires,autosolutions,Performance,,
42317,1810692,auto solutions,autosolutions,Performance,,
42318,1810692,auto solutions,hendrickhonda,Performance,,
42319,1810699,hendrick honda,langtireauto,Performance,,
42320,1810700,lang tire & auto,croswelltire,Performance,,
42321,1810703,croswell tire,harrysautotechservice,Performance,,
42322,1810704,harry�s auto tech service llc,thomastire,Performance,,
42323,1807601,thomas tire,wallersauto,Performance,,
42324,1807602,wallers auto,randyhallautomotive,Performance,,
42325,1807608,randy hall automotive,randyhallautomotive,Performance,,
42326,1807608,randy hall automotive,navajoservicestation,Performance,,
42327,1807609,navajo service station inc,oasistrucktireservice,Performance,,
42328,1807615,"oasis truck tire service, llc",perrasautollc,Performance,,
42329,1807616,perras auto llc.,perrasautollc,Performance,,
42330,1807616,perras auto llc.,onewayautocare,Performance,,
42331,1807617,one way auto care,onewayautocare,Performance,,
42332,1807617,one way auto care,seaporttire,Performance,,
42333,1807619,seaport tire,seaporttire,Performance,,
42334,1807619,seaport tire,youngstireautomotivecenter,Performance,,
42335,1807624,youngs tire & automotive center,laurelhillautomotivetire,Performance,,
42336,1807630,laurel hill automotive & tire,laurelhillautomotivetire,Performance,,
42337,1807630,laurel hill automotive & tire,charlotteharborexhaust,Performance,,
42338,1807632,charlotte harbor exhaust,jaauto,Performance,,
42339,1807639,j & a auto,blakehollenbeckautosales,Performance,,
42340,1807641,blake hollenbeck auto sales inc,tiresforless,Performance,,
42341,1807645,tires for less,joescarcare,Performance,,
42342,1807648,joe's car care llc,centralaveservicecenter,Performance,,
42343,1807652,central ave service center,casetireservice,Performance,,
42344,1807659,case tire service inc,rdtire,Performance,,
42345,1807660,r & d tire,jjstandard,Performance,,
42346,1807662,j&j standard inc,expresstirecenter,Performance,,
42347,1807671,express tire center llc,larryscompletetireandauto,Performance,,
42348,1807675,larrys complete tire and auto,ksimpsonautorepair,Performance,,
42349,1807687,k. simpson auto repair,producerscooperativeelevator,Performance,,
42350,1807694,producers cooperative elevator,wellingtonwheelalignmentbrakerepair,Performance,,
42351,1809703,wellington wheel alignment & brake repair,wellingtonwheelalignmentbrakerepair,Performance,,
42352,1809703,wellington wheel alignment & brake repair,kingsgrantcitgo,Performance,,
42353,1809705,kings grant citgo,simonsautoservice,Performance,,
42354,1809711,simon's auto service,tiremax,Performance,,
42355,1809725,tire max,dickcarroll,Performance,,
42356,1809728,dick carroll inc.,dickcarroll,Performance,,
42357,1809728,dick carroll inc.,dickcarroll,Performance,,
42358,1809728,dick carroll inc.,kendalltire,Performance,,
42359,1809729,kendall tire,kendalltire,Performance,,
42360,1809729,kendall tire,myronsprecisionautomotive,Performance,,
42361,1809731,myron's precision automotive,tire4u,Performance,,
42362,1809732,tire 4 u,tire4u,Performance,,
42363,1809732,tire 4 u,tire4u,Performance,,
42364,1809732,tire 4 u,tire4u,Performance,,
42365,1809732,tire 4 u,centerservice,Performance,,
42366,1809736,center service inc.,centerservice,Performance,,
42367,1809736,center service inc.,centerservice,Performance,,
42368,1809736,center service inc.,andrewautomotive,Performance,,
42369,1809740,andrew automotive,andrewautomotive,Performance,,
42370,1809740,andrew automotive,kedronvalleygarage,Performance,,
42371,1809741,kedronvalley garage,bobsmobilservice,Performance,,
42372,1809747,bob's mobil service inc,hamsprairieautomotive,Performance,,
42373,1809751,hams prairie automotive,yarbertire,Performance,,
42374,1809752,yarber tire,covelowesternauto,Performance,,
42375,1809753,covelo western auto,johnsontireservice,Performance,,
42376,1809756,johnson tire service,johnsontireservice,Performance,,
42377,1809756,johnson tire service,wlsportscar,Performance,,
42378,1809760,w & l sportscar inc.,stillysautomotive,Performance,,
42379,1809766,"stilly's automotive, llc",karmartiresales,Performance,,
42380,1808641,"kar mar tire sales, inc",docablesautoclinic,Performance,,
42381,1808643,doc ables auto clinic,casnersservicecenter,Performance,,
42382,1808653,casners service center,kamphausautocareandkwiklube,Performance,,
42383,1808662,kamphaus auto care and kwik lube,professionalcarcarecenter,Performance,,
42384,1808664,professional car care center,professionalcarcarecenter,Performance,,
42385,1808664,professional car care center,professionalcarcarecenter,Performance,,
42386,1808664,professional car care center,broadwaytireauto,Performance,,
42387,1808668,broadway tire & auto llc,broadwaytireauto,Performance,,
42388,1808668,broadway tire & auto llc,automotivesource,Performance,,
42389,1808672,automotive source inc,conquestautosales,Performance,,
42390,1808675,conquest auto sales,westcoasttireandrepair,Performance,,
42391,1808679,west coast tire and repair,budgetautoclinic,Performance,,
42392,1808681,budget auto clinic inc,budgetautoclinic,Performance,,
42393,1808681,budget auto clinic inc,budgetautoclinic,Performance,,
42394,1808681,budget auto clinic inc,jayssonoco,Performance,,
42395,1808682,jays sonoco,clevelandautotireco,Performance,,
42396,1808686,cleveland auto & tire co inc,clevelandautotireco,Performance,,
42397,1808686,cleveland auto & tire co inc,elmwoodcertifiedautoservice,Performance,,
42398,1808690,elmwood certified auto service,truckworkzcanada,Performance,,
42399,1808692,truckworkz canada,truckworkzcanada,Performance,,
42400,1808692,truckworkz canada,sntkarekar,Performance,,
42401,1808693,snt kare kar,onestepptireautomotive,Performance,,
42402,1808698,one stepp tire & automotive,houseweartautorepair,Performance,,
42403,1808699,houseweart auto repair,warrentire,Performance,,
42404,1808701,warren tire,warrentire,Performance,,
42405,1808701,warren tire,qualitylubetire,Performance,,
42406,1808706,quality lube & tire,qualitylubetire,Performance,,
42407,1808706,quality lube & tire,proautomotive,Performance,,
42408,1808106,"pro automotive, llc",proautomotive,Performance,,
42409,1808106,"pro automotive, llc",proautomotive,Performance,,
42410,1808106,"pro automotive, llc",theautoexperts,Performance,,
42411,1808111,the auto experts,theautoexperts,Performance,,
42412,1808111,the auto experts,aamcotransmissiontotalcarcare,Performance,,
42413,1808112,aamco transmission & total car care,aamcotransmissiontotalcarcare,Performance,,
42414,1808112,aamco transmission & total car care,bainsservicecenter,Performance,,
42415,1808116,bain's service center inc.,holidaytiresservice,Performance,,
42416,1808119,holiday tires & service,holidaytiresservice,Performance,,
42417,1808119,holiday tires & service,tomandpaulstiretrax,Performance,,
42418,1808134,tom and pauls tire trax inc,butlerautosales,Performance,,
42419,1808138,butler auto sales inc,tomsfleettireservice,Performance,,
42420,1808139,tom's fleet & tire service,sullivanautoclinic,Performance,,
42421,1808142,sullivan auto clinic,valleymotors,Performance,,
42422,1808145,"valley motors, inc.",valleymotors,Performance,,
42423,1808145,"valley motors, inc.",clineautotire,Performance,,
42424,1808146,cline auto & tire,bankertsgarage,Performance,,
42425,1808147,bankerts garage,northtownautoservice,Performance,,
42426,1808150,northtown auto service,belknaptireautorepair,Performance,,
42427,1808153,belknap tire & auto repair,joelstirebrake,Performance,,
42428,1808154,joel's tire & brake,arlingtonautomotiveservice,Performance,,
42429,1808156,arlington automotive service,thomsontirewheel,Performance,,
42430,1808159,thomson tire & wheel,erolsautomotive,Performance,,
42431,1808163,erols automotive,fergusontireservice,Performance,,
42432,1808165,ferguson tire service company,fergusontireservice,Performance,,
42433,1808165,ferguson tire service company,abingdonautolube,Performance,,
42434,1808167,abingdon auto lube,abingdonautolube,Performance,,
42435,1808167,abingdon auto lube,kermitwesternauto,Performance,,
42436,1810705,kermit western auto,kermitwesternauto,Performance,,
42437,1810705,kermit western auto,kermitwesternauto,Performance,,
42438,1810705,kermit western auto,thetireguystirecraft,Performance,,
42439,1810709,the tire guys tirecraft,piedmonttire,Performance,,
42440,1810717,piedmont tire company,piedmonttire,Performance,,
42441,1810717,piedmont tire company,rjstires,Performance,,
42442,1810720,r&j's tires,edstireservice,Performance,,
42443,1810723,eds tire service,edstireservice,Performance,,
42444,1810723,eds tire service,edstireservice,Performance,,
42445,1810723,eds tire service,directtireandauto,Performance,,
42446,1810724,direct tire and auto,directtireandauto,Performance,,
42447,1810724,direct tire and auto,jacksautoservice,Performance,,
42448,1810731,jacks auto service,jacksautoservice,Performance,,
42449,1810731,jacks auto service,jacksautoservice,Performance,,
42450,1810731,jacks auto service,jacksautoservice,Performance,,
42451,1810731,jacks auto service,pritttiretrailersales,Performance,,
42452,1810732,pritt tire & trailer sales,pritttiretrailersales,Performance,,
42453,1810732,pritt tire & trailer sales,johnsontireandhitches,Performance,,
42454,1810733,johnson tire and hitches,johnsontireandhitches,Performance,,
42455,1810733,johnson tire and hitches,johnsontireandhitches,Performance,,
42456,1810733,johnson tire and hitches,johnsontireandhitches,Performance,,
42457,1810733,johnson tire and hitches,trinitytire,Performance,,
42458,1810737,trinity tire,jimstireservice,Performance,,
42459,1810746,jim's tire service inc,bakersalignment,Performance,,
42460,1810747,baker's alignment,bakersalignment,Performance,,
42461,1810747,baker's alignment,rickstire,Performance,,
42462,1810748,rick's tire,redhookauto,Performance,,
42463,1810749,red hook auto,jasonsservicestation,Performance,,
42464,1810482,jason's service station,manheimtireautocenter,Performance,,
42465,1810484,manheim tire & auto center inc.,warriortireappliance,Performance,,
42466,1810487,warrior tire & appliance,terrystiretow,Performance,,
42467,1810494,terrys tire & tow,autocityservicedbasouthlyontire,Performance,,
42468,1810496,auto city service dba south lyon tire,autocityservicedbasouthlyontire,Performance,,
42469,1810496,auto city service dba south lyon tire,autocityservicedbasouthlyontire,Performance,,
42470,1810496,auto city service dba south lyon tire,autoselectofstevenspoint,Performance,,
42471,1810500,auto select of stevens point,bighornbasintireandoffroad,Performance,,
42472,1810510,big horn basin tire and off road,tirewheelworld,Performance,,
42473,1810511,tire & wheel world,geninsautocare,Performance,,
42474,1810513,genins autocare,hurricanetirestore,Performance,,
42475,1810514,"hurricane tire store, llc",lynnwoodservicecenterii,Performance,,
42476,1810518,lynn wood service center ii,lynnwoodservicecenterii,Performance,,
42477,1810518,lynn wood service center ii,americancycletire,Performance,,
42478,1810520,american cycle & tire,americancycletire,Performance,,
42479,1810520,american cycle & tire,donwesselhonda,Performance,,
42480,1810524,don wessel honda,brittire,Performance,,
42481,1810533,brit tire,cahillstireautoservice,Performance,,
42482,1810535,cahills tire & auto service,cahillstireautoservice,Performance,,
42483,1810535,cahills tire & auto service,cahillstireautoservice,Performance,,
42484,1810535,cahills tire & auto service,cahillstireautoservice,Performance,,
42485,1810535,cahills tire & auto service,officersautocare,Performance,,
42486,1810537,officer's auto care inc.,koauto,Performance,,
42487,1810539,ko auto,forestcitytire,Performance,,
42488,1810543,forest city tire,forestcitytire,Performance,,
42489,1810543,forest city tire,industrialtireservice,Performance,,
42490,1810548,industrial tire service,tkotireautomotive,Performance,,
42491,1810550,tko tire & automotive,producerscooperativeelevator,Performance,,
42492,1807694,producers cooperative elevator,pattersonautobody,Performance,,
42493,1807696,patterson auto body,pattersonautobody,Performance,,
42494,1807696,patterson auto body,sammytire,Performance,,
42495,1807698,sammy tire,td,Performance,,
42496,1807699,t & d,fullthrottlesportsleisure,Performance,,
42497,1807702,full throttle sports & leisure,fullthrottlesportsleisure,Performance,,
42498,1807702,full throttle sports & leisure,fullthrottlesportsleisure,Performance,,
42499,1807702,full throttle sports & leisure,ddtire,Performance,,
42500,1807703,d & d tire inc,calgarycustomautoworks,Performance,,
42501,1807705,calgary custom autoworks,calgarycustomautoworks,Performance,,
42502,1807705,calgary custom autoworks,calgarycustomautoworks,Performance,,
42503,1807705,calgary custom autoworks,waynesimmonsenterprise,Performance,,
42504,1807711,wayne simmons enterprise llc,waynesimmonsenterprise,Performance,,
42505,1807711,wayne simmons enterprise llc,stevestireautomotive,Performance,,
42506,1807713,steves tire & automotive,alldaytire,Performance,,
42507,1807717,all day tire,trainersautomotive,Performance,,
42508,1807722,trainer's automotive llc,columbianatiresales,Performance,,
42509,1807724,columbiana tire sales,287tiretube,Performance,,
42510,1807727,287 tire & tube,johnsauto,Performance,,
42511,1807728,john's auto,petershunterautoandsalesrepair,Performance,,
42512,1807730,peters hunter auto and sales repair inc,petershunterautoandsalesrepair,Performance,,
42513,1807730,peters hunter auto and sales repair inc,petershunterautoandsalesrepair,Performance,,
42514,1807730,peters hunter auto and sales repair inc,petershunterautoandsalesrepair,Performance,,
42515,1807730,peters hunter auto and sales repair inc,abservice,Performance,,
42516,1807734,a & b service,abservice,Performance,,
42517,1807734,a & b service,dcardavescustomautoworksrestorations,Performance,,
42518,1807735,d'car dave's custom autoworks & restorations,hometownrepair,Performance,,
42519,1807743,hometown repair,ewaldbrostireandservice,Performance,,
42520,1809767,ewald bros tire and service,rapidtireserviceofnewburgh,Performance,,
42521,1809768,rapid tire service of newburgh inc,jltire,Performance,,
42522,1809770,j & l tire,jltire,Performance,,
42523,1809770,j & l tire,menottitirerepair,Performance,,
42524,1809772,menotti tire & repair,menottitirerepair,Performance,,
42525,1809772,menotti tire & repair,erwinchryslerjeepdodge,Performance,,
42526,1809773,erwin chrysler jeep dodge,actiontirecentre,Performance,,
42527,1809775,action tire centre,actiontirecentre,Performance,,
42528,1809775,action tire centre,rainbowtireservice,Performance,,
42529,1809782,rainbow tire & service,rainbowtireservice,Performance,,
42530,1809782,rainbow tire & service,millertire,Performance,,
42531,1809783,miller tire,easterntire,Performance,,
42532,1809784,eastern tire,easterntire,Performance,,
42533,1809784,eastern tire,allestireandrepair,Performance,,
42534,1809792,alles tire and repair,allestireandrepair,Performance,,
42535,1809792,alles tire and repair,chippewaautorepair,Performance,,
42536,1809794,chippewa auto repair,crossdillontire,Performance,,
42537,1809802,cross dillon tire,zimatiresupply,Performance,,
42538,1809806,zima tire supply inc.,pittsburghtireservice,Performance,,
42539,1809807,pittsburgh tire service,wlroenigk,Performance,,
42540,1809812,w.l. roenigk inc.,wlroenigk,Performance,,
42541,1809812,w.l. roenigk inc.,wlroenigk,Performance,,
42542,1809812,w.l. roenigk inc.,oktire,Performance,,
42543,1809815,ok tire inc.,pohlmantire,Performance,,
42544,1809816,pohlman tire inc.,bkautosales,Performance,,
42545,1809818,bk auto sales,bkautosales,Performance,,
42546,1809818,bk auto sales,bkautosales,Performance,,
42547,1809818,bk auto sales,ziplube,Performance,,
42548,1808707,zip lube,alvinsalignmentbrakeservice,Performance,,
42549,1808710,alvins alignment & brake service,osburntireautomotive,Performance,,
42550,1808711,osburn tire & automotive,osburntireautomotive,Performance,,
42551,1808711,osburn tire & automotive,osburntireautomotive,Performance,,
42552,1808711,osburn tire & automotive,houltontiremttire,Performance,,
42553,1808714,houlton tire/mt tire,hjtire,Performance,,
42554,1808724,h&j tire co,waskals,Performance,,
42555,1808729,waskals inc.,certifiedautorepair,Performance,,
42556,1808731,"certified auto repair, llc",heritagesalesandservice1998,Performance,,
42557,1808732,heritage sales and service (1998) ltd.,eastendalignmentcenter,Performance,,
42558,1808738,"east end alignment center, inc",coxrubberproducts,Performance,,
42559,1808740,cox rubber products,tmincdbacentennialautomotiverepair,Performance,,
42560,1808742,t & m inc dba centennial automotive repair,jettservicestation,Performance,,
42561,1808744,jett service station,jettservicestation,Performance,,
42562,1808744,jett service station,oktireauto,Performance,,
42563,1808746,ok tire & auto,ldenterprisesincdbaparachutelubeservice,Performance,,
42564,1808752,"l-d enterprises, inc dba parachute lube & service",lannanauto,Performance,,
42565,1808768,lannan auto,mintmotors,Performance,,
42566,1808774,mint motors,kemasautoservice,Performance,,
42567,1808778,ke -mas auto service,taylorcountytiresales,Performance,,
42568,1808781,taylor county tire sales inc.,taylorcountytiresales,Performance,,
42569,1808781,taylor county tire sales inc.,taylorcountytiresales,Performance,,
42570,1808781,taylor county tire sales inc.,richhilltireservice,Performance,,
42571,1808782,rich hill tire service,richhilltireservice,Performance,,
42572,1808782,rich hill tire service,fredstirecenter,Performance,,
42573,1808784,freds tire center,fredstirecenter,Performance,,
42574,1808784,freds tire center,fredstirecenter,Performance,,
42575,1808784,freds tire center,ricksautomotive,Performance,,
42576,1810755,rick's automotive,ricksautomotive,Performance,,
42577,1810755,rick's automotive,dnautospecialistsllc,Performance,,
42578,1810757,"d & n auto specialists,llc.",bosworthcompany,Performance,,
42579,1810758,"bosworth company, ltd",crestviewtirewheel,Performance,,
42580,1810766,crestview tire & wheel,willitstirece,Performance,,
42581,1810770,willits tire ce,willitstirece,Performance,,
42582,1810770,willits tire ce,portperryautomotive,Performance,,
42583,1810775,port perry automotive,sierranevadatire,Performance,,
42584,1810780,sierra nevada tire,ottawatire,Performance,,
42585,1810784,ottawa tire,worleystire,Performance,,
42586,1810786,worleys tire,worleystire,Performance,,
42587,1810786,worleys tire,manisteetireservice,Performance,,
42588,1810788,manistee tire service,manisteetireservice,Performance,,
42589,1810788,manistee tire service,hytechauto,Performance,,
42590,1810792,hy tech auto,tiretownautoservice,Performance,,
42591,1810797,tire town auto service llc,allmakesandmodelsautorepair,Performance,,
42592,1810801,all makes and models auto repair,brezinaautocare,Performance,,
42593,1810815,"brezina auto care, inc.",dvorakmotors,Performance,,
42594,1810824,dvorak motors,dvorakmotors,Performance,,
42595,1810824,dvorak motors,tiretownparsellsautoservice,Performance,,
42596,1810828,tire town parsell's auto service,cptire,Performance,,
42597,1810832,cp tire,cptire,Performance,,
42598,1810832,cp tire,cptire,Performance,,
42599,1810832,cp tire,kengarffchevrolet,Performance,,
42600,1810833,ken garff chevrolet,eagletire,Performance,,
42601,1810839,eagle tire,volcoenterprisesdba1010tirescom,Performance,,
42602,1810842,volco enterprises dba 1010tires.com,volcoenterprisesdba1010tirescom,Performance,,
42603,1810842,volco enterprises dba 1010tires.com,abingdonautolube,Performance,,
42604,1808167,abingdon auto lube,bobsservicestation,Performance,,
42605,1808169,bobs service station,uxbridgeauto,Performance,,
42606,1808172,uxbridge auto inc.,uxbridgeauto,Performance,,
42607,1808172,uxbridge auto inc.,uxbridgeauto,Performance,,
42608,1808172,uxbridge auto inc.,hudsonviewautomotive,Performance,,
42609,1808180,hudson view automotive,adirondackexpresslube,Performance,,
42610,1808185,adirondack express lube,vesttowingautomotiveservice,Performance,,
42611,1808192,vest towing & automotive service,vesttowingautomotiveservice,Performance,,
42612,1808192,vest towing & automotive service,rolisonsservice,Performance,,
42613,1808194,rolisons service,rolisonsservice,Performance,,
42614,1808194,rolisons service,fantsautomotiveservice,Performance,,
42615,1808197,fants automotive service inc,fantsautomotiveservice,Performance,,
42616,1808197,fants automotive service inc,duvalhonda,Performance,,
42617,1808202,duval honda,mikeriversautomotive,Performance,,
42618,1808209,mike river's automotive llc,tirestires,Performance,,
42619,1808219,tires tires,tirestires,Performance,,
42620,1808219,tires tires,rdsautosupply,Performance,,
42621,1808220,rds auto supply,frontiertiretowing,Performance,,
42622,1808222,frontier tire & towing,rowlettautocare,Performance,,
42623,1808224,rowlett auto care,andysproautorepair,Performance,,
42624,1808228,andy's pro auto repair,mountainviewservicestation,Performance,,
42625,1808229,mountain view service station,rugesgmcandsubaru,Performance,,
42626,1808241,ruges gmc and subaru,unitedtireandauto,Performance,,
42627,1808246,united tire and auto,jonsautoservice,Performance,,
42628,1808247,jons auto service,jonsautoservice,Performance,,
42629,1808247,jons auto service,capiccioniautoservicellc,Performance,,
42630,1808252,capiccioni auto service llc.,zeppetellaautoservice,Performance,,
42631,1808253,"zeppetella  auto service, inc",tkotireautomotive,Performance,,
42632,1810550,tko tire & automotive,ritewayauto,Performance,,
42633,1810557,rite-way auto,ritewayauto,Performance,,
42634,1810557,rite-way auto,dixietire,Performance,,
42635,1810565,dixie tire company,dixietire,Performance,,
42636,1810565,dixie tire company,saabtireautomotive,Performance,,
42637,1810566,saab tire & automotive,saabtireautomotive,Performance,,
42638,1810566,saab tire & automotive,pneussainthubert,Performance,,
42639,1810576,pneus saint-hubert,pneussainthubert,Performance,,
42640,1810576,pneus saint-hubert,tirekingdom,Performance,,
42641,1810578,tire kingdom,qualitytireservice,Performance,,
42642,1810579,quality tire service,careysautoshop,Performance,,
42643,1810580,"carey's auto shop, inc",careysautoshop,Performance,,
42644,1810580,"carey's auto shop, inc",careysautoshop,Performance,,
42645,1810580,"carey's auto shop, inc",tuchtire,Performance,,
42646,1810582,tuch tire,ladylakequalitytire,Performance,,
42647,1810586,lady lake quality tire,bungotiresservice,Performance,,
42648,1810593,bungo' tires & service,mausdaleservicecenter,Performance,,
42649,1810596,mausdale service center,mausdaleservicecenter,Performance,,
42650,1810596,mausdale service center,tictoctiredanville,Performance,,
42651,1810599,tic toc tire - danville,tictoctiredanville,Performance,,
42652,1810599,tic toc tire - danville,tictoctiredanville,Performance,,
42653,1810599,tic toc tire - danville,tictoctiredanville,Performance,,
42654,1810599,tic toc tire - danville,sadeksrepairwelding,Performance,,
42655,1810602,sadek's repair & welding inc,sadeksrepairwelding,Performance,,
42656,1810602,sadek's repair & welding inc,sollowayssalesservice,Performance,,
42657,1810603,solloways sales & service,newusedtire,Performance,,
42658,1810606,new & used tire,jkservices,Performance,,
42659,1810610,"j.k. services, inc.",dedhamwholesaletire,Performance,,
42660,1809819,dedham wholesale tire,hartfordauto,Performance,,
42661,1809821,hartford auto,romansmufflershop,Performance,,
42662,1809824,"roman's muffler shop, llc",romansmufflershop,Performance,,
42663,1809824,"roman's muffler shop, llc",awstubbendick,Performance,,
42664,1809828,a w stubbendick,awstubbendick,Performance,,
42665,1809828,a w stubbendick,qualitytireautoservice,Performance,,
42666,1809837,quality tire & auto service,qualitytireautoservice,Performance,,
42667,1809837,quality tire & auto service,baitystireservice,Performance,,
42668,1809838,baity's tire service,baitystireservice,Performance,,
42669,1809838,baity's tire service,commercialtirekalamazoo,Performance,,
42670,1809840,commercial tire - kalamazoo,lehightire,Performance,,
42671,1809843,lehigh tire,fxdautoparts,Performance,,
42672,1809849,fxd auto & parts,belfordparkertireservice,Performance,,
42673,1809850,belford & parker tire service,hobstireandautomtive,Performance,,
42674,1809851,hobs tire and automtive,hobstireandautomtive,Performance,,
42675,1809851,hobs tire and automtive,salernotire,Performance,,
42676,1809854,salerno  tire corp.,salernotire,Performance,,
42677,1809854,salerno  tire corp.,salernotire,Performance,,
