,Dealer Number,Dealer Name,Store Address Line 1,Store City,Clean Name,Key
3845,1983190,Built 4 Fun 4x4,261 Airport Blvd,Aurora,built4fun4x4,built4fu261airpoaurora
3846,1807631,BUNDY'S TIRES,1000 N POPLAR,CENTRALIA,bundystires,bundysti1000npopcentrali
3847,1810593,BUNGO' TIRES & SERVICE,104 YELLOW PINE LANE,MADERA,bungotiresservice,bungotir104yellomadera
3848,1811430,BUNTINGS INC,1751 BELMONT AVE,HOOD RIVER,buntings,buntings1751belmhoodrive
3849,1811608,BUNTON LEBE'S INC.,917 SALISBURY RD.,STATESVILLE,buntonlebes,buntonle917salisstatesvi
3850,1804803,BURLINGTON FORD AND LINCOLN,1975 ROSE AVE,BURLINGTON,burlingtonfordandlincoln,burlingt1975roseburlingt
3851,1803896,BURNETT CAR CARE,228 W. MAIN,COUNCIL GROVE,burnettcarcare,burnettc228wmaincouncilg
3852,1958681,Burnette Automotive,1152 S Pierce Street,Alma,burnetteautomotive,burnette1152spiealma
3853,1802058,"BURNS TIRE EXCHANGE, INC.",1135 MAIN ST,STRATFORD,burnstireexchange,burnstir1135mainstratfor
3854,1804186,Bushmans Service,309 WASHINGTON ST,MILLEDGEVILLE,bushmansservice,bushmans309washimilledge
3855,1805141,"BUTEN, INC.",4851 WUNNENBERG WAY,WEST CHESTER,buten,buteninc4851wunnwestches
3856,1807953,"BUTITTA BROTHERS AUTO SERVICE, INC - ROCKFORD CV",2233 CHARLES ST SUITE J,ROCKFORD,butittabrothersautoserviceincrockfordcv,butittab2233charrockford
3857,1808138,BUTLER AUTO SALES INC,304 STATE HIGHWAY 7 RIVERSIDE,SIDNEY,butlerautosales,butlerau304statesidney
3858,1808411,BUTLER TIRE INC.,8 PITTSBURGH ROAD,BUTLER,butlertire,butlerti8pittsbubutler
3859,1812575,Buz's Tire,370 W Oak,Pocatello,buzstire,buzstire370woakpocatell
3860,1802597,"Byron Quick Lube & Tire ,Inc.",715 W. BLACKHAWK DR.,BYRON,byronquicklubetireinc,byronqui715wblacbyron
3861,1917166,C & C Car Care,1000 75th St,Downers Grove,cccarcare,cccarcar100075thdownersg
3862,1807777,C & C TIRES,4901 YORK HWY,GASTONIA,cctires,cctires4901yorkgastonia
3863,1805563,C & K OIL INC,44882 Hwy 40,CHEYENNE WELLS,ckoil,ckoilinc44882hwycheyenne
3864,1805437,C & M AUTO SERVICE INC,1830 PICKWICK LN,GLENVIEW,cmautoservice,cmautose1830pickglenview
3865,1813439,"C & S AUTO AND TRUCK REPAIR, INC","222 N, BERWICK RD ( RT9)",WELLS,csautoandtruckrepair,csautoan222nberwwells
3866,1809026,"C W AUTO CLINIC DRK ENTERPRISES, INC.",606 S 3RD AVE,WAUSAU,cwautoclinicdrkenterprises,cwautocl606s3rdawausau
3867,1810050,C&A AUTO SERVICE,287 ROUTE 6,MAHOPAC,caautoservice,caautose287routemahopac
3868,1802948,C&C Tire,4871 ZOO PARKWAY,ASHEBORO,cctire,cctire4871zoopasheboro
3869,1803233,C&D TIRE PROS,164 FAIRBANKS RD.,OAK RIDGE,cdtirepros,cdtirepr164fairboakridge
3870,1802203,C&R TIRE CO.,111 Randolph Rd,WORCESTER,crtire,crtireco111randoworceste
3871,1807486,C&T SERVICE CENTER,2557 KATHERINE ST,FORT MYERS,ctservicecenter,ctservic2557kathfortmyer
3872,2020608,c&T Tire and Aut,228 s link ln,fort collins,cttireandaut,cttirean228slinkfortcoll
3873,1947464,CA Hess Garage LLC,45 N 3rd Street,Newport,cahessgarage,cahessga45n3rdstnewport
3874,1809685,CABO ROJO TIRE,PO BOX 865,BOQUERON,caborojotire,caborojopobox865boqueron
3875,1805489,Cadillac Tire Center,7296 US Hwy 131 S,Cadillac,cadillactirecenter,cadillac7296ushwcadillac
3876,1804735,"CAGLE FRONT END & TIRE CENTER, INC.",1837 West Moulton St,DECATUR,caglefrontendtirecenter,caglefro1837westdecatur
3877,1810535,CAHILLS TIRE & AUTO SERVICE,7 ROBERT BLVD,CHARLTON,cahillstireautoservice,cahillst7robertbcharlton
3878,1804662,CAIN'S TIRE INC.,1531 FOURTH ST.,SAN RAFAEL,cainstire,cainstir1531foursanrafae
3879,1808006,"Cal Auto Tire, Inc.",12332 CHRISTENSEN RD,SALINAS,calautotire,calautot12332chrsalinas
3880,1807108,CALDERON TIRES & SERVICE,333 S BLOSSER RD,SANTA MARIA,calderontiresservice,calderon333sblossantamar
3881,1809160,CALEDONIA WHEEL ALIGNMENT,223 E GROVE ST.,CALEDONIA,caledoniawheelalignment,caledoni223egrovcaledoni
3882,1811146,Calhouns Auto Repair,1612 North 4th St,TOMAHAWK,calhounsautorepair,calhouns1612norttomahawk
3883,1808417,Call's Service,222 S. HWY. 7,GIRARD,callsservice,callsser222shwy7girard
3884,1804308,CALLAGY TIRE INC,6625 S BABCOCK ST,MALABAR,callagytire,callagyt6625sbabmalabar
3885,1922972,Calm 4 DBA Rock Hill Automotive,1501 E Main St,Rock Hill,calm4dbarockhillautomotive,calm4dba1501emairockhill
3886,1801773,CALVARY TIRE & BRAKE,6001 SONOMA HWY.,SANTA ROSA,calvarytirebrake,calvaryt6001sonosantaros
3887,1812901,CAMDEN AVE TIRES,3105 CAMDEN AVE,PARKERSBURG,camdenavetires,camdenav3105camdparkersb
3888,1809234,CAMERON TIRE & SERVICE INC,60 MINOT AVE,AUBURN,camerontireservice,cameront60minotaauburn
3889,1804396,CAMERON TIRE STORE LLC,1407 N TRAVIS,CAMERON,camerontirestore,cameront1407ntracameron
3890,1804473,Camerons Garage,7 Mill St,EAST BARRE,cameronsgarage,camerons7millsteastbarr
3891,1804126,CAMP POINT TIRE INC,2118 HIGHWAY 24,CAMP POINT,camppointtire,camppoin2118highcamppoin
3892,1812558,CAMPBELL AUTO & TIRE LLC,635 13TH STREET SW,PINE CITY,campbellautotire,campbell63513thspinecity
3893,1931535,Campbell Auto Center,20750 S Tamiami Trail,Estero,campbellautocenter,campbell20750staestero
3894,1805042,CAMPBELL EQUIPMENT INC.,1108 CAMBRIDGE HILL LN,KESWICK,campbellequipment,campbell1108cambkeswick
3895,1805042,CAMPBELL EQUIPMENT INC.,1108 CAMBRIDGE HILL LN,KESWICK,campbellequipment,campbell1108cambkeswick
3896,1803080,CAMPBELL TIRE,15336 RANKIN AVE,DUNLAP,campbelltire,campbell15336randunlap
3897,1806283,Campbell Tire Co.,101 WEST BURRELL ST,BLAIRSVILLE,campbelltire,campbell101westbblairsvi
3898,1805315,"CAMPBELL TIRE SERVICE, INC.",331 ARNOLD PALMER DRIVE,LATROBE,campbelltireservice,campbell331arnollatrobe
3899,1805882,CAMPBELL'S AUTOMOTIVE,2125 RIVINGTON RD,LOVES PARK,campbellsautomotive,campbell2125rivilovespar
3900,1805350,CAMPF'S SERVICE CO.,1859 DEPOT RD.,SALEM,campfsservice,campfsse1859deposalem
3901,1810902,CANGANY'S EMERTEN AUTO SERVICE,975 NORTH MITTHOEFFER RD,INDIANAPOLIS,canganysemertenautoservice,canganys975northindianap
3902,1810807,CANON CITY TIRE  SERVICE,1504 ROYAL GORGE BLVD,CANON CITY,canoncitytireservice,canoncit1504royacanoncit
3903,1979885,Canton Muffler Inc.,66 Albany Tpke,Canton,cantonmuffler,cantonmu66albanycanton
3904,1803419,CANTWELL SERVICE CENTER,1602 WASHINGTON AVE,VINCENNES,cantwellservicecenter,cantwell1602washvincenne
3905,1937100,Cape & Island Tire,3057 Cranberry Highway,W. Wareham,capeislandtire,capeisla3057cranwwareham
3906,1937116,Cape & Island Tire,135 Route 6A,Orleans,capeislandtire,capeisla135routeorleans
3907,1937123,Cape & Island Tire,735 Teaticket Highway,Falmouth,capeislandtire,capeisla735teatifalmouth
3908,1806694,Cape Auto Body,53 Samoset Street,Plymouth,capeautobody,capeauto53samoseplymouth
3909,1808252,CAPICCIONI AUTO SERVICE LLC.,30175 LORAIN RD.,NORTH OLMSTED,capiccioniautoservicellc,capiccio30175lornortholm
3910,1803391,CAPITAL CITY NISSAN OF TOPEKA,1980 SW TOPEKA BLVD,TOPEKA,capitalcitynissanoftopeka,capitalc1980swtotopeka
3911,1802049,CAPITAL TIRE & AUTO OF SHAKOPEE,1248 VIERLING DR,SHAKOPEE,capitaltireautoofshakopee,capitalt1248viershakopee
3912,1804060,Capitol Car Care,207 CAPITOL ST,AUGUSTA,capitolcarcare,capitolc207capitaugusta
3913,1803709,CAPITOL CITY TIRE & SERVICE,240 RIVERSIDE DRIVE,AUGUSTA,capitolcitytireservice,capitolc240riveraugusta
3914,1811380,CAR CARE ADVANCED AUTO,11041 PARIS AVE S,HASTINGS,carcareadvancedauto,carcarea11041parhastings
3915,1813017,CAR CARE ADVANCED SERVICE CENTER,9865 NORMA LN,WOODBURY,carcareadvancedservicecenter,carcarea9865normwoodbury
3916,1803633,CAR NEEDS,723 South Scales St,REIDSVILLE,carneeds,carneeds723southreidsvil
3917,1808212,Car X Auto Services,915 ILLINOIS ROUTE 22,FOX RIVER GROVE,carxautoservices,carxauto915illinfoxriver
3918,1808814,Car X Tire & Auto Service - Portage,6693 US HWY 6,PORTAGE,carxtireautoserviceportage,carxtire6693ushwportage
3919,1812596,CAR-DOC,4982 E VALLEY DR,WALNUTPORT,cardoc,cardoc4982evalwalnutpo
3920,1922580,Carban LLC dba Millersville Automotive,36 Manor Ave,Millersville,carbanllcdbamillersvilleautomotive,carbanll36manoramillersv
3921,1807319,CARBONDALE CAR CARE,1100 HWY 133,CARBONDALE,carbondalecarcare,carbonda1100hwy1carbonda
3922,1904353,Carbone's Complete Auto Repair,1152 GRATIOT BLVD,MARYSVILLE,carbonescompleteautorepair,carbones1152gratmarysvil
3923,1807754,CARCO TIRE ONE,"204 E 1ST ST, SUITE C",FOSSTON,carcotireone,carcotir204e1stsfosston
3924,1802712,CARDINAL EXPRESS CARE,5710 INMAN ROAD,GREENSBORO,cardinalexpresscare,cardinal5710inmagreensbo
3925,1802712,CARDINAL EXPRESS CARE,5710 INMAN ROAD,GREENSBORO,cardinalexpresscare,cardinal5710inmagreensbo
3926,1810580,"CAREY'S AUTO SHOP, INC",3730 HICKORY BLVD,HUDSON,careysautoshop,careysau3730hickhudson
3927,1804791,Carlton Tire,2335 S. MAIN STREET,LAKEPORT,carltontire,carltont2335smailakeport
3928,1811150,Carmen's Wholesale,1801 BEDFORD ST,JOHNSTOWN,carmenswholesale,carmensw1801bedfjohnstow
3929,1807935,Carneys Complete Auto Service,455 S HOWELL,PINCKNEY,carneyscompleteautoservice,carneysc455showepinckney
3930,1958540,Carolina Tire & Tune LLC,204 E Highway 378 Bypass,Scranton,carolinatiretune,carolina204ehighscranton
3931,1983776,Carolina Wholesale Tire,324 W Main Street,Lake City,carolinawholesaletire,carolina324wmainlakecity
3932,1803794,Carpenter Tire,14398 WARDS RD,LYNCHBURG,carpentertire,carpente14398warlynchbur
3933,1803794,Carpenter Tire,14398 WARDS RD,LYNCHBURG,carpentertire,carpente14398warlynchbur
3934,1802978,CARROLLS TIRE & AUTO SERVICE LLC.,113 5TH ST,FOWLER,carrollstireautoservicellc,carrolls1135thstfowler
3935,1802868,CARRS CITY TIRE,1316 NORTH MAIN ST.,BAYTOWN,carrscitytire,carrscit1316nortbaytown
3936,1805258,CARS TRUCKS ETC,218 E MAIN,GARDNER,carstrucksetc,carstruc218emaingardner
3937,1812984,CARSHOEZ INC,5535A NW 35TH AVE,FORT LAUDERDALE,carshoez,carshoez5535anw3fortlaud
3938,1805326,CARSON CITY TIRE,18 PINE ROAD,AMHERST,carsoncitytire,carsonci18pineroamherst
3939,1802627,Carter Tire,51708 S.R. 19 N.,ELKHART,cartertire,carterti51708sr1elkhart
3940,1804794,CARWORX,729 SR 28,MILFORD,carworx,carworx729sr28milford
3941,1812630,CARY'S REDDING TIRE FACTORY,300 LAKE BLVD.,REDDING,carysreddingtirefactory,carysred300lakebredding
3942,1811185,CASA DELLA TIRE,1009 NORTH WASHINGTON AVE,LIVINGTION,casadellatire,casadell1009nortlivingti
3943,1804962,CASCADE TIRE PROS,1795 12TH ST SE,SALEM,cascadetirepros,cascadet179512thsalem
3944,1807659,Case Tire Service Inc,256 GRANDVIEW AVE,HONESDALE,casetireservice,casetire256grandhonesdal
3945,1813223,CASEY'S TIRE & BRAKE,805 W HWY 82,GAINESVILLE,caseystirebrake,caseysti805whwy8gainesvi
3946,1808653,Casners Service Center,2777 William Penn Hwy.,Mifflintown,casnersservicecenter,casnerss2777willmifflint
3947,1939615,Casper Tire,705 N. Elma st.,Casper,caspertire,casperti705nelmacasper
3948,1804643,Castle Bridge Tire,2780 CONNELLY SPRINGS RD,GRANITE FALLS,castlebridgetire,castlebr2780conngranitef
3949,1802752,"CASTLEMAN TIRE & REPAIR, INC.",1880 STATE ROUTE 121S,MAYFIELD,castlemantirerepair,castlema1880statmayfield
3950,1805773,CATON'S SUPER LUBE LLC,725 MAIN STREET,ALAMOSA,catonssuperlube,catonssu725mainsalamosa
3951,1802566,CAUSEWAY HONDA,457 RT 72 WEST,MANAHAWKIN,causewayhonda,causeway457rt72wmanahawk
3952,1811232,CAVANAL TIRE & AUTO,1003 N PAUL MATHIS DR,POTEAU,cavanaltireauto,cavanalt1003npaupoteau
3953,1801936,CBJ TIRE & ALIGNMENT,710 West Hwy 82,GAINESVILLE,cbjtirealignment,cbjtirea710westhgainesvi
3954,1803140,CC AUTO,1270 LOUISVILLE RD.,HARRODSBURG,ccauto,ccauto1270louiharrodsb
3955,1812845,CC MOTORSPORTS,108 FRIENDLY RD,MOREHEAD CITY,ccmotorsports,ccmotors108frienmorehead
3956,1813149,CC Rosen and Sons,9389 LEE HIGHWAY,MOUNT CRAWFORD,ccrosenandsons,ccrosena9389leehmountcra
3957,1813149,CC Rosen and Sons,9389 LEE HIGHWAY,MOUNT CRAWFORD,ccrosenandsons,ccrosena9389leehmountcra
3958,1806548,CCAW AUTOMOTIVE GROUP,P0 B0X 18706,ATLANTA,ccawautomotivegroup,ccawautop0b0x187atlanta
3959,1811761,CD TIRE23 NATALIA,P0 B0X 885,NATALIA,cdtire23natalia,cdtire23p0b0x885natalia
3960,1813413,CECIL & SON'S DISCOUNT TIRES,204 E. MORROW RD.,SAND SPRINGS,cecilsonsdiscounttires,cecilson204emorrsandspri
3961,1922850,Cecils Tire and Jenny Lube,415 N State Route 2,New Martinsville,cecilstireandjennylube,cecilsti415nstatnewmarti
3962,1802542,Ceja Quality Tire,51 HEALDSBURG AVE,HEALDSBURG,cejaqualitytire,cejaqual51healdshealdsbu
3963,1804833,Ceja Tire,896  NORTH STATE ST.,UKIAH,cejatire,cejatire896northukiah
3964,1809736,CENTER SERVICE INC.,118 YORK RD.,KINGS MOUNTAIN,centerservice,centerse118yorkrkingsmou
3965,1904916,Center Tire Inc,1740 E Deuce of Clubs,Show Low,centertire,centerti1740edeushowlow
3966,1810423,CENTERVILLE SERVICE CENTER,140 N. MAIN ST,CENTERVILLE,centervilleservicecenter,centervi140nmaincentervi
3967,1806225,CENTRAL AVE AUTO REPAIR,39 CENTRAL AVE,AYER,centralaveautorepair,centrala39centraayer
3968,1812755,CENTRAL AVENUE PIT CREW,PO BOX 1126,MALTA,centralavenuepitcrew,centralapobox112malta
3969,1808376,"CENTRAL MISSOURI TIRE, LLC",323 MIDLAND DRIVE,JEFFERSON CITY,centralmissouritire,centralm323midlajefferso
3970,1812500,CENTRAL TIRE & AUTO,1512  1ST  STREET SW,WILLMAR,centraltireauto,centralt15121stswillmar
3971,1805026,CENTRAL TIRE COMPANY,1307 Main St,SANFORD,centraltire,centralt1307mainsanford
3972,1802210,Central Tire Inc dba Cooper Tire & Auto Service,1111 S. TILLOTSON AVE,MUNCIE,centraltireincdbacoopertireautoservice,centralt1111stilmuncie
3973,1811618,Central Wisconsin Wholesale Auto Parts LLC,1209 E MAIN ST,MERRILL,centralwisconsinwholesaleautoparts,centralw1209emaimerrill
3974,1802593,Certified Performance & Auto Repair Inc,1030 INDUSTRIAL CT,MOSCOW MILLS,certifiedperformanceautorepair,certifie1030indumoscowmi
3975,1802229,CFI TIRE SERVICE INC,1520 EAST SOUTH OMAHA BRIDGE RD.,COUNCIL BLUFFS,cfitireservice,cfitires1520eastcouncilb
3976,1805556,CHAD'S AUTO REPAIR INC,605 1ST ST,SPRINGFIELD,chadsautorepair,chadsaut6051ststspringfi
3977,1933349,Champs Auto Repair #3,16805 N 67th Ave,Glendale,champsautorepair3,champsau16805n67glendale
3978,1802453,CHAPPELL TIRE,4325 MOBILE HWY,MONTGOMERY,chappelltire,chappell4325mobimontgome
3979,1921244,Chappell Tire Service 2,1407 Highway 82 W,Prattville,chappelltireservice2,chappell1407highprattvil
3980,1803238,CHAPPELL'S TIRE INC.,3895 TURTLE HATCH RD,SPRINGFIELD,chappellstire,chappell3895turtspringfi
3981,1812323,Charlie's Auto Body & Repair,3617 ROUTE 22,Somerville,charliesautobodyrepair,charlies3617routsomervil
3982,1805629,Charlie's Tire,PO BOX 1646,BREVARD,charliestire,charliespobox164brevard
3983,1812884,CHARLIE'S TIRE SALES,413 S 3RD ST,IRONTON,charliestiresales,charlies413s3rdsironton
3984,1809383,CHARLIES GARAGE,1247 WATERLOO ROAD,MOGADORE,charliesgarage,charlies1247watemogadore
3985,1807632,Charlotte Harbor Exhaust,4135 Tamiami Trail,Port Charlotte,charlotteharborexhaust,charlott4135tamiportchar
3986,1803213,CHARLTON TIRE & REPAIR,3399 SECOND ST. SOUTH,FOLKSTON,charltontirerepair,charlton3399secofolkston
3987,1917170,Checotah Quick Lube & Tire LLC,800 W Gentry Ave,Checotah,checotahquicklubetire,checotah800wgentchecotah
3988,1809050,Chenango Sales Inc,976 State Hwy 12,GREENE,chenangosales,chenango976stategreene
3989,1803898,"CHER-BAN TIRE SERVICE, INC.",1200 Lincoln Hwy,North Versailles,cherbantireservice,cherbant1200lincnorthver
3990,1812079,Cherry’s Tire & Services Inc.,1945 EAST FRONT ST,LOGAN,cherrystireservices,cherryst1945eastlogan
3991,1809151,CHERRYDALE MOTORS,3412 LEE HIGHWAY,ARLINGTON,cherrydalemotors,cherryda3412leeharlingto
3992,1802413,Chiappones Tire,557 West Main St,Watertown,chiapponestire,chiappon557westmwatertow
3993,1806639,"CHICAGO TIRE, INC.",16001 S VAN DRUNEN,SOUTH HOLLAND,chicagotire,chicagot16001svasouthhol
3994,1811891,Chickasaw Tire,916 N JACKSON ST,HOUSTON,chickasawtire,chickasa916njackhouston
3995,1812119,Chicks Services Inc,338 BROADVIEW AVE,WARRENTON,chicksservices,chicksse338broadwarrento
3996,1806293,Childers Inc.,P0 B0X 728,Colstrip,childers,childersp0b0x728colstrip
3997,1809591,Childs Automotive,211 EDIE RD,SARATOGA SPRINGS,childsautomotive,childsau211ediersaratoga
3998,1812564,Childs Tire Inc - O'Fallon,810 W TERRA LN,OFALLON,childstireincofallon,childsti810wterrofallon
3999,1813333,CHILSON INC,3443 S HWY 93,EAU CLAIRE,chilson,chilsoni3443shwyeauclair
4000,1809794,Chippewa Auto Repair,24 NORTH PORTAGE STREET,DOYLESTOWN,chippewaautorepair,chippewa24northpdoylesto
4001,1806073,Chips Grand Tire,312 MAIN ST,MOAB,chipsgrandtire,chipsgra312mainsmoab
4002,1808477,CHIPS SERVICE CENTER,518 WASHINGTON AVE,PORTLAND,chipsservicecenter,chipsser518washiportland
4003,2024723,Choctaw Transportation,3210 Enterprise Blvd.,Durant,choctawtransportation,choctawt3210entedurant
4004,1812696,Chris Hunters Auto Repair Inc.,612 SOUTH AVE.,SECANE,chrishuntersautorepair,chrishun612southsecane
4005,1983130,Chris's Double D Tire,2160 E Route 66,Flagstaff,chrissdoubledtire,chrissdo2160erouflagstaf
4006,1812990,CHRISTEN BROTHERS SERVICE LLP,55 BOWLAVARD AVE,BELLEVILLE,christenbrothersservice,christen55bowlavbellevil
4007,1932358,Christensen Enterprises South db Action Gator Tire,377 S Federal Hwy,Deerfield Beach,christensenenterprisessouthdbactiongatortire,christen377sfededeerfiel
4008,1809872,CHRISTIAN BROTHERS AUTOMOTIVE - WOODWAY,101 ARCHWAY DRIVE,WOODWAY,christianbrothersautomotivewoodway,christia101archwwoodway
4009,1806588,"Christiansen Tire & Alignment, Inc.",586 Woodland Lake Rd.,ROME,christiansentirealignment,christia586woodlrome
4010,1803356,Christophers Car Care,36 N THOMAS RD.,TALLMADGE,christopherscarcare,christop36nthomatallmadg
4011,1809984,CHUBS BATTERY & TIRE,1011 S OLIVE STREET,CHELSEA,chubsbatterytire,chubsbat1011solichelsea
4012,1897211,Chuck A Taylor LLC DBA Terry Wynter Auto Service,3811 Fowlers Street,Fort Myers,chuckataylorllcdbaterrywynterautoservice,chuckata3811fowlfortmyer
4013,1810753,CHUCK WAIT TIRE,21 East Main St,MOWRYSTOWN,chuckwaittire,chuckwai21eastmamowrysto
4014,1808897,CHUCKS  AUTOMOTIVE,653 BURNSIDE AVENUE,EAST HARTFORD,chucksautomotive,chucksau653burnseasthart
4015,1802315,CHURCH'S TIRE PROS,511 SOUTH CEDAR AVENUE,SOUTH PITTSBURG,churchstirepros,churchst511southsouthpit
4016,1804925,CIANCI TIRE,40 WILLIAMSON RD.,GREENVILLE,ciancitire,cianciti40williagreenvil
4017,1805542,Ciccone & Son's,177-179 Woodstock Ave.,Rutland,cicconesons,ciccones177179worutland
4018,1806295,"CIRCLE B REPAIRS & SPLES, LLC",P O BOX 96,FAIRVIEW,circlebrepairssples,circlebrpobox96fairview
4019,1807773,CIRCLE D TIRE CENTER,34 SUNNY MEADOWS DR,HATTIESBURG,circledtirecenter,circledt34sunnymhattiesb
4020,1811562,CIRCLE D TIRE STORE,646 Hwy 26 East,Poplarville,circledtirestore,circledt646hwy26poplarvi
4021,1803331,CIRCLE STAR QUICK LUBE & TIRE,296 NW HWY 69,LEONARD,circlestarquicklubetire,circlest296nwhwyleonard
4022,1803916,CIRCLE TIRE & GAS,101 W. ASH ST,GOLDSBORO,circletiregas,circleti101washsgoldsbor
4023,1803916,CIRCLE TIRE & GAS,101 W. ASH ST,GOLDSBORO,circletiregas,circleti101washsgoldsbor
4024,1804911,City Limit Tire,P0 B0X 1676,SPARTA,citylimittire,citylimip0b0x167sparta
4025,1811303,City Service Station,7 EAST 1ST STREET,BOONVILLE,cityservicestation,cityserv7east1stboonvill
4026,1807130,CITY TIRE,300 NORTH WALNUT ST,FAIRMONT,citytire,citytire300northfairmont
4027,1806222,City Tire & Auto Center,P0 B0x 128,Pikeville,citytireautocenter,citytirep0b0x128pikevill
4028,1805515,City Tire & Service,43 S. MAYSVILLE ST,MT. STERLING,citytireservice,citytire43smaysvmtsterli
4029,1806333,CITY TIRE AUTO CENTER,65 JOLINE RD,PORT JEFFERSON STATION,citytireautocenter,citytire65jolineportjeff
4030,1812763,CITY TIRE SERVICE,1800 EAST PIKE,ZANESVILLE,citytireservice,citytire1800eastzanesvil
4031,1811034,City Tire Service,1325 Spartanburg Hwy,HENDERSONVILLE,citytireservice,citytire1325sparhenderso
4032,1803996,CJ'S TIRE,91 BEN FRANKLIN HWY WEST,BIRDSBORO,cjstire,cjstire91benfrabirdsbor
4033,1804282,CLAIBORNE FARMERS CO-OP,605 3RD. ST.,NEW TAZEWELL,claibornefarmerscoop,claiborn6053rdstnewtazew
4034,1812741,CLANTON TIRE,5669 COUNTY ROAD 9,CLANTON,clantontire,clantont5669counclanton
4035,1808305,Claremore Tire,625 W. WILL ROGERS BLVD.,CLAREMORE,claremoretire,claremor625wwillclaremor
4036,1812807,CLARK TIRE,P0 B0X  222,SHATTUCK,clarktire,clarktirp0b0x222shattuck
4037,1811517,CLARK TIRE COMPANY,16441 HWY. 52,VERSAILLES,clarktire,clarktir16441hwyversaill
4038,1803878,CLARK'S AUTOMOTIVE INC,600 WIETHAUPT RD,FLORISSANT,clarksautomotive,clarksau600wiethflorissa
4039,1803698,Clarkesville Motor Company,202 Grant St,CLARKESVILLE,clarkesvillemotor,clarkesv202grantclarkesv
4040,1807535,Clarksville Tire,7392 HWY 58,CLARKSVILLE,clarksvilletire,clarksvi7392hwy5clarksvi
4041,1807535,Clarksville Tire,7392 HWY 58,CLARKSVILLE,clarksvilletire,clarksvi7392hwy5clarksvi
4042,1807558,CLAY TIRE SALES,1082 NORTH STATE HWY 7,GRAYSON,claytiresales,claytire1082nortgrayson
4043,1804628,"Claybrook Tire, Inc.",101 South Glenn St.,Stoneville,claybrooktire,claybroo101southstonevil
4044,1931537,Clayton's Service Station,21264 Main St,Ranburne,claytonsservicestation,claytons21264mairanburne
4045,1806437,CLAYTON'S TIRE PROS,11501 S REDWOOD RD,SOUTH JORDAN,claytonstirepros,claytons11501sresouthjor
4046,1805218,Clearfield Tire and Recapping,102 West 2nd Ave,Clearfield,clearfieldtireandrecapping,clearfie102west2clearfie
4047,1801868,Clearview Tire & Auto Service,1079 NORTH MAIN STREET,HOPKINSVILLE,clearviewtireautoservice,clearvie1079northopkinsv
4048,1812197,CLEMENTS AUTO REPAIR,1510 E LINCOLNWAY,VALPARAISO,clementsautorepair,clements1510elinvalparai
4049,1808686,CLEVELAND AUTO & TIRE CO INC,462 3RD AVE,ELIZABETH,clevelandautotireco,clevelan4623rdavelizabet
4050,1812750,Clewell Motors,1280 S WASHINGTON ST,CONSTANTINE,clewellmotors,clewellm1280swasconstant
4051,1807039,Clicks Tire Service,22592 E. MARTIN,PORTER,clickstireservice,clicksti22592emaporter
4052,1803759,CLIFF'S AUTOMOTIVE LLC,410 MAIN STREET,TERRYVILLE,cliffsautomotive,cliffsau410mainsterryvil
4053,1808146,CLINE AUTO & TIRE,106 MACKWOOD RD,MOORESVILLE,clineautotire,clineaut106mackwmooresvi
4054,1802561,Clinton Auto Service,3723 ST RT 12B,CLINTON,clintonautoservice,clintona3723strtclinton
4055,1802522,CLINTON TIRE & EXHAUST,231 N. 3RD ST.,CLINTON,clintontireexhaust,clintont231n3rdsclinton
4056,1806962,CLINTON TIRE & REPAIR,640 HIGH STREET,CLINTON,clintontirerepair,clintont640highsclinton
4057,1931981,Clinton Wheel Alignment,112 Southeast Blvd,Clinton,clintonwheelalignment,clintonw112southclinton
4058,1811382,CLINTONS TIRE,401 EAST GRAHAM STREET,PRYOR,clintonstire,clintons401eastgpryor
4059,1811006,CLONINGER AUTO REPAIR,2629 DALLAS CHERRYVILLE HWY,BESSEMER CITY,cloningerautorepair,cloninge2629dallbessemer
4060,1801925,"CLOUSER AUTO, INC",231 W JACKSON ST,AUBURN,clouserauto,clousera231wjackauburn
4061,1811155,CLOVE BRANCH MUFFLER,1122 RTE 82,HOPEWELL JCT,clovebranchmuffler,clovebra1122rte8hopewell
4062,1810088,CLOVERDALE AUTOMOTIVE & TIRES,210 S CLOVERDALE BLVD,CLOVERDALE,cloverdaleautomotivetires,cloverda210sclovcloverda
4063,1935970,Cloverdale Service Center,432 Cloverdale Road,Montgomery,cloverdaleservicecenter,cloverda432clovemontgome
4064,1809379,CLYDE FULK EXXON,619 East Main St.,PILOT MOUNTAIN,clydefulkexxon,clydeful619eastmpilotmou
4065,1809379,CLYDE FULK EXXON,619 East Main St.,PILOT MOUNTAIN,clydefulkexxon,clydeful619eastmpilotmou
4066,1970282,CM Music,185 Spring Brook Ct,Jefferson,cmmusic,cmmusic185sprinjefferso
4067,1801832,Coastal Tire,608 VINSON BLVD.,WHITEVILLE,coastaltire,coastalt608vinsowhitevil
4068,1811549,COATTI'S SERVICE STATION,366 S MIDDLETOWN RD,NANUET,coattisservicestation,coattiss366smiddnanuet
4069,1804029,"COBB AUTOMOTIVE MACHINE SHOP, INC",1724 ALABAMA HWY 21 SOUTH,OXFORD,cobbautomotivemachineshop,cobbauto1724alaboxford
4070,1810117,Cobb Tire,301 UNIVERSITY RIDGE,GREENVILLE,cobbtire,cobbtire301univegreenvil
